Date,Country,LocationName,SpeciesCode,DuckCount
2021/03/22,Portugal,Parque Ribeirinho de Faro,mallar3,1
2021/03/23,Portugal,PN Litoral Norte--litoral de Marinhas,mallar3,1
2021/03/24,Portugal,Paul das Caniceiras,mallar3,2
2021/03/25,Portugal,Estuário do Cávado--Frente Ribeirinha de Fão,mallar3,6
2021/03/26,Portugal,"Rua Martim Moniz, Porto",mallar3,2
2021/03/27,Portugal,PN Ria Formosa--Ludo--Salinas e Ribeira de São Lourenço,mallar3,7
2021/03/28,Portugal,"8200-639, Albufeira PT-法鲁区 37.12192, -8.28097",mallar3,4
2021/03/29,Portugal,Enxerim,mallar3,1
2021/03/30,Portugal,Complexo Desportivo Nacional do Jamor,mallar3,8
2021/03/31,Portugal,Vale das Devesas (Sul),mallar3,2
2022/03/01,Portugal,Granja do Marquês,mallar3,2
2022/03/02,Portugal,Ribeiro da Concavada,mallar3,2
2022/03/03,Portugal,ZPE Castro Verde--Horta da Nora (não passar a vedação),mallar3,1
2022/03/04,Portugal,RN Sapal Castro Marim e VRSA--Esteiro da Carrasqueira Norte,mallar3,4
2022/03/05,Portugal,Açude de Vale Travessos,mallar3,4
2022/03/06,Portugal,PN Ria Formosa--Quinta de Marim,mallar3,1
2022/03/07,Portugal,PN Litoral Norte--Estuário do Cávado--área geral,mallar3,3
2022/03/08,Portugal,Poço de Alcantarilha,mallar3,2
2022/03/09,Portugal,PN Ria Formosa--Quinta de Marim,mallar3,5
2022/03/10,Portugal,Coimbra--Estrada do Rio,mallar3,4
2022/03/11,Portugal,"Faculdade De Desporto
41,178, -8,6",mallar3,1
2022/03/12,Portugal,Defesa,mallar3,3
2022/03/13,Portugal,Pateira da Taboeira,mallar3,6
2022/03/14,Portugal,PN Litoral Norte--Estuário do Cávado--área geral,mallar3,2
2022/03/15,Portugal,Costa da Caparica--área norte,mallar3,2
2022/03/16,Portugal,ETAR de Alpalhão,mallar3,6
2022/03/17,Portugal,Jardins da Fundação Calouste Gulbenkian,mallar3,15
2022/03/18,Portugal,RN Sapal Castro Marim e VRSA--Esteiro da Carrasqueira Sul,mallar3,4
2022/03/19,Portugal,PN Litoral Norte--Caniçal da Apúlia,mallar3,2
2022/03/20,Portugal,Lagoa de Albufeira--Lagoa da Estacada,mallar3,4
2022/03/21,Portugal,"Hotel Golf Mar, Torres Vedras PT-Centro 39.17935, -9.35515",mallar3,1
2022/03/22,Portugal,Estuário do Mondego--Ilha da Murraceira,mallar3,12
2022/03/23,Portugal,Fão--Quintal Família Vinha Novais,mallar3,4
2022/03/24,Portugal,PN Litoral Norte--Estuário do Cávado--área geral,mallar3,6
2022/03/25,Portugal,Praia fluvial de Ortiga,mallar3,1
2022/03/26,Portugal,ETAR de Alpiarça,mallar3,2
2022/03/27,Portugal,Parque do Tejo,mallar3,4
2022/03/28,Portugal,Fão--Quintal Família Vinha Novais,mallar3,3
2022/03/29,Portugal,RN Paul do Boquilobo--área geral,mallar3,1
2022/03/30,Portugal,Albufeira  de Santa Águeda,mallar3,20
2022/03/31,Portugal,Ria de Aveiro--complexo de salinas do Canal das Pirâmides (Salina da Troncalhada e outras),mallar3,4
2023/03/01,Portugal,Paul de Tourões,mallar3,1
2023/03/02,Portugal,Estuário do Âncora,mallar3,12
2023/03/03,Portugal,Arrozal da Nossa Senhora do Rosário,mallar3,5
2023/03/04,Portugal,"Lagoa de Óbidos, Nadadouro, Leiria, PT (39,405, -9,201)",mallar3,1
2023/03/05,Portugal,Albufeiras do Monte do Barrocal,mallar3,1
2023/03/06,Portugal,"Praia das Salinas, Alcochete, Setúbal, PT (38,745, −8,979)",mallar3,1
2023/03/07,Portugal,RN Estuário do Tejo--estrada de acesso ao EVOA (acesso condicionado),mallar3,2
2023/03/08,Portugal,Charca do Álamo,mallar3,2
2023/03/09,Portugal,Europarque,mallar3,3
2023/03/10,Portugal,"Rua Dr Orlando de Oliveira, Aveiro PT-Centro (40.6382,-8.6396)",mallar3,1
2023/03/11,Portugal,Albufeira de Pisão,mallar3,1
2023/03/12,Portugal,Herdade do Sertão,mallar3,1
2023/03/13,Portugal,ETAR de Alpalhão,mallar3,1
2023/03/14,Portugal,PN Ria Formosa--Pinheiro,mallar3,17
2023/03/15,Portugal,Estuário do Cávado--Frente Ribeirinha de Fão,mallar3,10
2023/03/16,Portugal,Ribeiro da Concavada,mallar3,3
2023/03/17,Portugal,"Alameda Cardeal Cerejeira, Lisboa, Lisboa, PT (38,731, -9,154)",mallar3,2
2023/03/18,Portugal,Escaroupim,mallar3,5
2023/03/19,Portugal,Parque do Tejo,mallar3,5
2023/03/20,Portugal,Cais das Colunas,mallar3,8
2023/03/21,Portugal,Paul da Gouxa,mallar3,1
2023/03/22,Portugal,PN Ria Formosa--Centro de Ciência Viva do Algarve,mallar3,2
2023/03/23,Portugal,Campus da Universidade de Aveiro,mallar3,26
2023/03/24,Portugal,Parque do Tejo,mallar3,1
2023/03/25,Portugal,Parque Eduardo VII,mallar3,1
2023/03/26,Portugal,Paul de Manique,mallar3,8
2023/03/27,Portugal,PN Serra de São Mamede--albufeira da Apartadura,mallar3,1
2023/03/28,Portugal,PN Ria Formosa--Pinheiro,mallar3,1
2023/03/29,Portugal,Alagoas Brancas,mallar3,5
2023/03/30,Portugal,RN Estuário do Tejo--EVOA--Lagoa Principal (acesso condicionado),mallar3,1
2023/03/31,Portugal,Rib. do Arquinho -- Outeiro (Maia),mallar3,1
2024/03/01,Portugal,São Marcos da Serra,mallar3,2
2024/03/02,Portugal,Jardim da Torre de Belém,mallar3,3
2024/03/03,Portugal,"Serra Dos Candeeiros, Lagoa",mallar3,2
2024/03/04,Portugal,São Marcos da Serra,mallar3,2
2024/03/05,Portugal,Portugal,mallar3,1
2024/03/06,Portugal,PN Ria Formosa--Quinta do Ludo--Área Geral,mallar3,1
2024/03/07,Portugal,Porto de Povoação,mallar3,14
2024/03/08,Portugal,Pontal,mallar3,2
2024/03/09,Portugal,Ria de Aveiro--frente ribeirinha da Torreira,mallar3,5
2024/03/10,Portugal,Praia de Caxias,mallar3,6
2024/03/11,Portugal,PN Ria Formosa--Quinta de Marim,mallar3,4
2024/03/12,Portugal,Quinta do Lago Golf Course,mallar3,5
2024/03/13,Portugal,São Marcos da Serra,mallar3,3
2024/03/14,Portugal,Barquinha Parque,mallar3,6
2024/03/15,Portugal,Álvares,mallar3,2
2024/03/16,Portugal,Açude de São João dos Caldeireiros,mallar3,2
2024/03/17,Portugal,Alta de Lisboa,mallar3,1
2024/03/18,Portugal,IBA Albufeira do Caia--Baldio,mallar3,1
2024/03/19,Portugal,PN Ria Formosa--Pinheiro,mallar3,2
2024/03/20,Portugal,Salinas de Alverca e Forte da Casa--Alverca,mallar3,1
2024/03/21,Portugal,PN Sudoeste Alentejano e Costa Vicentina--Praia do Carvalhal,mallar3,1
2024/03/22,Portugal,PN Ria Formosa--Pinheiro,mallar3,2
2024/03/23,Portugal,Parque De Cidade,mallar3,10
2024/03/24,Portugal,Aeródromo de Castelo Branco,mallar3,5
2024/03/25,Portugal,Ribeira e Praia da Conceição,mallar3,2
2024/03/26,Portugal,Foz do Almargem,mallar3,2
2024/03/27,Portugal,Pêra de Baixo,mallar3,6
2024/03/28,Portugal,Parque dos Carvalhais (Mirandela),mallar3,1
2024/03/29,Portugal,PN Ria Formosa--Quinta do Lago--área geral,mallar3,7
2024/03/30,Portugal,Ria de Aveiro--complexo de salinas do Canal das Pirâmides (Salina da Troncalhada e outras),mallar3,10
2024/03/31,Portugal,RNL Estuário do Douro--área geral,mallar3,1
2020/03/01,Czech Republic,Rybník Musík,mallar3,22
2020/03/02,Czech Republic,"Praha, retenční nádrže Košík",mallar3,1
2020/03/03,Czech Republic,"Praha--Centrální park, Hůrka",mallar3,32
2020/03/04,Czech Republic,Holýšov--football stadium and town hall,mallar3,5
2020/03/05,Czech Republic,Radimovice CZ-Liberecký,mallar3,14
2020/03/06,Czech Republic,Manes bridge,mallar3,30
2020/03/07,Czech Republic,Praha: Ďáblice,mallar3,2
2020/03/08,Czech Republic,Praha: Ďáblice,mallar3,5
2020/03/09,Czech Republic,Praha (Smíchov),mallar3,100
2020/03/10,Czech Republic,Praha: Ďáblice,mallar3,3
2020/03/11,Czech Republic,Praha: Ďáblice,mallar3,2
2020/03/12,Czech Republic,PP Komořanské a modřanské tůně,mallar3,10
2020/03/13,Czech Republic,RN Slatina,mallar3,1
2020/03/14,Czech Republic,Praha: Ďáblice,mallar3,4
2020/03/15,Czech Republic,VN Džbán,mallar3,5
2020/03/16,Czech Republic,Praha: Hrnčířské louky,mallar3,4
2020/03/17,Czech Republic,VN Džbán,mallar3,7
2020/03/18,Czech Republic,"Borkovice, louky u Blatské stoky",mallar3,2
2020/03/19,Czech Republic,Holýšov--Kaderovna LS,mallar3,2
2020/03/20,Czech Republic,Dolní hornometelský rybník,mallar3,40
2020/03/21,Czech Republic,Doma na zahradě,mallar3,1
2020/03/22,Czech Republic,Rybník Musík,mallar3,24
2020/03/23,Czech Republic,Frýdlant,mallar3,8
2020/03/24,Czech Republic,Rybník Brodek,mallar3,6
2020/03/25,Czech Republic,Pískovna Václavice,mallar3,2
2020/03/26,Czech Republic,Praha: Ďáblice,mallar3,3
2020/03/27,Czech Republic,Rybník Bulhar,mallar3,20
2020/03/28,Czech Republic,Zbelítov: Coop,mallar3,1
2020/03/29,Czech Republic,"22 Vodní, Prostějov, Olomoucký kraj, CZ (49,469, 17,107)",mallar3,2
2020/03/30,Czech Republic,Zbelítov,mallar3,1
2020/03/31,Czech Republic,VN Džbán,mallar3,3
2021/03/01,Czech Republic,"4 U Vodotoku, Hlavní město Praha, CZ (50.022, 14.434)",mallar3,21
2021/03/02,Czech Republic,Prostějov - město,mallar3,30
2021/03/03,Czech Republic,"Zahrada a okolí, Praha - Uhříněves",mallar3,1
2021/03/04,Czech Republic,"4 U Vodotoku, Hlavní město Praha, CZ (50.022, 14.434)",mallar3,19
2021/03/05,Czech Republic,PP Milíčovský les a rybníky,mallar3,1
2021/03/06,Czech Republic,Fields between Branišovský Les and Novohaklovsky Rybnik,mallar3,5
2021/03/07,Czech Republic,"Podhradský rybník, Plumlov",mallar3,8
2021/03/08,Czech Republic,Podhoří u Zoo,mallar3,3
2021/03/09,Czech Republic,VN Džbán,mallar3,4
2021/03/10,Czech Republic,Srnčí důl,mallar3,29
2021/03/11,Czech Republic,"zahrada, CZ",mallar3,2
2021/03/12,Czech Republic,doma,mallar3,1
2021/03/13,Czech Republic,Rybník Stejskal,mallar3,20
2021/03/14,Czech Republic,Prostějov - město,mallar3,3
2021/03/15,Czech Republic,Prostějov - město,mallar3,58
2021/03/16,Czech Republic,"Teplická 158, Jílové CZ-Ústecký (50.7765,14.1327)",mallar3,12
2021/03/17,Czech Republic,"Havraň, Ústecký kraj, CZ (50,452, 13,596)",mallar3,14
2021/03/18,Czech Republic,PR Prokopské údolí,mallar3,1
2021/03/19,Czech Republic,"Vysoká, intravilán, Kraj Vysočina, CZ (49,564, 15,621)",mallar3,2
2021/03/20,Czech Republic,"zahrada, CZ",mallar3,1
2021/03/21,Czech Republic,Kostice - rybník,mallar3,4
2021/03/22,Czech Republic,"40 Povltavská, Hlavní město Praha, CZ (50.116, 14.419)",mallar3,5
2021/03/23,Czech Republic,Doma na zahradě,mallar3,1
2021/03/24,Czech Republic,"Garden, Dobřichov",mallar3,2
2021/03/25,Czech Republic,Ďáblický háj,mallar3,2
2021/03/26,Czech Republic,PP Lom Na plachtě,mallar3,2
2021/03/27,Czech Republic,Radimovice CZ-Liberecký,mallar3,2
2021/03/28,Czech Republic,PP Tuří rybník,mallar3,1
2021/03/29,Czech Republic,Lhota--Vytůň forest,mallar3,2
2021/03/30,Czech Republic,CZAA: Čakovický zámecký park,mallar3,1
2021/03/31,Czech Republic,Kozmické ptačí louky,mallar3,1
2022/03/01,Czech Republic,Záluží,mallar3,1
2022/03/02,Czech Republic,PR Zbytka,mallar3,1
2022/03/03,Czech Republic,Charles Bridge,mallar3,1
2022/03/04,Czech Republic,Karlovy Vary (general area),mallar3,30
2022/03/05,Czech Republic,"Okolí potoka Loučka, Lesnice, Olomoucký kraj, CZ (49,881, 16,937)",mallar3,5
2022/03/06,Czech Republic,"Poselský rybník, CZ (50,553, 14,668)",mallar3,7
2022/03/07,Czech Republic,"Velká Komora, Holany, Liberecký kraj, CZ (50,621, 14,512)",mallar3,10
2022/03/08,Czech Republic,CZAA: PP Lítožnice (W),mallar3,3
2022/03/09,Czech Republic,CZAA15: U Tůně,mallar3,4
2022/03/10,Czech Republic,VDNM II--general area (use more specific location),mallar3,700
2022/03/11,Czech Republic,Velký Bolevecký rybník,mallar3,18
2022/03/12,Czech Republic,Opatovický kanál Čeperka,mallar3,3
2022/03/13,Czech Republic,"Zbrod 872, Mutěnice CZ-Jihomoravský (48.8880,17.0637)",mallar3,4
2022/03/14,Czech Republic,Rybník Velká Čekyně,mallar3,11
2022/03/15,Czech Republic,Olomouc--Smetanovy sady,mallar3,12
2022/03/16,Czech Republic,Rybník Bulhar,mallar3,20
2022/03/17,Czech Republic,Polni rozliv u Castotic,mallar3,3
2022/03/18,Czech Republic,Rybník Dubovec,mallar3,1
2022/03/19,Czech Republic,Pískovna Václavice,mallar3,9
2022/03/20,Czech Republic,Kostice - rybník,mallar3,20
2022/03/21,Czech Republic,"Novozámecký rybník, jižní břeh, Liberecký kraj, CZ (50,621, 14,558)",mallar3,1
2022/03/22,Czech Republic,"Heřmanický rybník, Liberecký kraj, CZ (50,659, 14,6)",mallar3,51
2022/03/23,Czech Republic,Plzeň--Doubravka - Lávka u Jiřího,mallar3,17
2022/03/24,Czech Republic,"Polní rákosina, Výšovice",mallar3,3
2022/03/25,Czech Republic,PP Petřín,mallar3,1
2022/03/26,Czech Republic,NPP Hrabanovská černava,mallar3,2
2022/03/27,Czech Republic,"Pásy keřů v polích, Bedihošť",mallar3,2
2022/03/28,Czech Republic,Mantov--Metálka,mallar3,15
2022/03/29,Czech Republic,"Heřmanický rybník, Liberecký kraj, CZ (50,659, 14,6)",mallar3,1
2022/03/30,Czech Republic,"Štěpnice, Kostice",mallar3,7
2022/03/31,Czech Republic,Praha--potok Botič (ul. U Michelského mlýna),mallar3,1
2023/03/01,Czech Republic,PP Lítožnice,mallar3,80
2023/03/02,Czech Republic,"pole u statku Slavíkov, Chotěšice",mallar3,250
2023/03/03,Czech Republic,Rybník Olší,mallar3,10
2023/03/04,Czech Republic,"2 Palackého, Buštěhrad, Středočeský kraj, CZ (50,156, 14,19)",mallar3,20
2023/03/05,Czech Republic,PP Lítožnice,mallar3,130
2023/03/06,Czech Republic,Horní Kamenice--village,mallar3,2
2023/03/07,Czech Republic,Vltava (úsek železniční most–Jiráskův most),mallar3,90
2023/03/08,Czech Republic,NPR Bohdanečský rybník,mallar3,130
2023/03/09,Czech Republic,Praha--potok Botič (ul. U Michelského mlýna),mallar3,2
2023/03/10,Czech Republic,PR Zbytka,mallar3,1
2023/03/11,Czech Republic,Sobotín - obec,mallar3,2
2023/03/12,Czech Republic,"Novozámecký rybník, molo, Liberecký kraj, CZ (50,628, 14,54)",mallar3,69
2023/03/13,Czech Republic,"zaplavená luka, Bohuslavice, Královéhradecký kraj, CZ (50,302, 16,09)",mallar3,1
2023/03/14,Czech Republic,"Okolí Valové, Hrubčice",mallar3,6
2023/03/15,Czech Republic,Plzeň--Doubravka - Lávka u Jiřího,mallar3,18
2023/03/16,Czech Republic,"Rybník Pátek, Buda",mallar3,16
2023/03/17,Czech Republic,NPP Hrabanovská černava,mallar3,5
2023/03/18,Czech Republic,Kyšice - Plzeňský kraj,mallar3,2
2023/03/19,Czech Republic,Rybník Chmelař,mallar3,2
2023/03/20,Czech Republic,PR Zbytka,mallar3,1
2023/03/21,Czech Republic,Semechnický rybník,mallar3,1
2023/03/22,Czech Republic,"mokřad, Prostřední Lhota",mallar3,10
2023/03/23,Czech Republic,"Praha--Centrální park, Hůrka",mallar3,25
2023/03/24,Czech Republic,Rybník Broumar,mallar3,1
2023/03/25,Czech Republic,Drnovice CZ-Jihomoravský,mallar3,2
2023/03/26,Czech Republic,"Klopotovice, Olomoucký kraj,  CZ",mallar3,2
2023/03/27,Czech Republic,"Zahrada, Lesnice, Olomoucký kraj, CZ (49,881, 16,94)",mallar3,1
2023/03/28,Czech Republic,Plzeň--Radbuza (úsek Most Milénia–Doudlevecká lávka),mallar3,13
2023/03/29,Czech Republic,"Rybníky Úlehle a Luh, Tálín, Jihočeský kraj, CZ (49,251, 14,235)",mallar3,8
2023/03/30,Czech Republic,Senecký rybník,mallar3,2
2023/03/31,Czech Republic,PR Petrovka,mallar3,2
2024/03/01,Czech Republic,Pole mezi Ždírcem a Novým Ranskem,mallar3,5
2024/03/02,Czech Republic,PV - Krumsín - les,mallar3,19
2024/03/03,Czech Republic,Rybník- mokřad,mallar3,8
2024/03/04,Czech Republic,Ivaň CZ,mallar3,8
2024/03/05,Czech Republic,"Okolí Valové, Hrubčice",mallar3,30
2024/03/06,Czech Republic,"Okolí Valové, Hrubčice",mallar3,25
2024/03/07,Czech Republic,NPP U Nového mlýna,mallar3,2
2024/03/08,Czech Republic,"mokřad Rybníky, Hrachovec, Zlínský kraj, CZ (49,468, 18)",mallar3,4
2024/03/09,Czech Republic,"mokřad Rybníky, Hrachovec, Zlínský kraj, CZ (49,468, 18)",mallar3,2
2024/03/10,Czech Republic,"Okolí Valové, Hrubčice",mallar3,15
2024/03/11,Czech Republic,Plzeň--Zoo a Lochotínský park,mallar3,2
2024/03/12,Czech Republic,"Rybník, Měrovice nad Hanou",mallar3,4
2024/03/13,Czech Republic,PP Podhradská tůň,mallar3,2
2024/03/14,Czech Republic,NPR Bohdanečský rybník,mallar3,1
2024/03/15,Czech Republic,Okolí soutoku Dyje a Staré Dyje,mallar3,11
2024/03/16,Czech Republic,Rybník Bezdrev,mallar3,1
2024/03/17,Czech Republic,Rybník Broumar,mallar3,1
2024/03/18,Czech Republic,"Kluky u Kutné Hory, Středočeský kraj",mallar3,4
2024/03/19,Czech Republic,Ohře-Pátek,mallar3,2
2024/03/20,Czech Republic,"Pole, Bohuslavice - Hrabová, Olomoucký kraj, CZ (49,836, 16,932)",mallar3,3
2024/03/21,Czech Republic,"Okolí Valové, Hrubčice",mallar3,14
2024/03/22,Czech Republic,Niva CZ-Olomoucký,mallar3,2
2024/03/23,Czech Republic,"U letiště, Prostějov",mallar3,4
2024/03/24,Czech Republic,Niva CZ-Olomoucký,mallar3,6
2024/03/25,Czech Republic,Senecký rybník,mallar3,3
2024/03/26,Czech Republic,"(50.0685,14.5711)",mallar3,1
2024/03/27,Czech Republic,CHKO Litovelské Pomoraví--Poděbrady,mallar3,2
2024/03/28,Czech Republic,Čehovice CZ,mallar3,2
2024/03/29,Czech Republic,Pískovna Dobříň,mallar3,6
2024/03/30,Czech Republic,Dívčické rybníky--Březovec,mallar3,2
2024/03/31,Czech Republic,Kristiánovská cesta--údolí Malého Kamenického potoka,mallar3,1
2020/03/01,Hungary,Dunakeszi Tavak,mallar3,44
2020/03/02,Hungary,Vizafogó-Budapest,mallar3,11
2020/03/03,Hungary,"Királyrét, Szokolya, HU (47,902, 18,977)",mallar3,3
2020/03/04,Hungary,"8 Kistarcsai utca, Csömör, HU (47,546, 19,236)",mallar3,1
2020/03/05,Hungary,Vekeri-tó (lake and forested grassland)--Debrecen,mallar3,12
2020/03/06,Hungary,Árasztás-Apaj,mallar3,1
2020/03/07,Hungary,Jeges-tó--gravel pits of Kiskunlacháza,mallar3,120
2020/03/08,Hungary,Szelkó-Lake--Nyíregyháza,mallar3,1000
2020/03/09,Hungary,Margitsziget,mallar3,2
2020/03/10,Hungary,"2 Krúdy Gyula köz, Balatonboglár, HU (46,771, 17,625)",mallar3,40
2020/03/11,Hungary,"Vahot utca 10., Budapest XI. kerület HU-Budapest 47.46481, 19.03183",mallar3,25
2020/03/12,Hungary,Sarud South--Tiszaderzs,mallar3,30
2020/03/13,Hungary,Dunakeszi Tavak,mallar3,40
2020/03/14,Hungary,Táti-sziget-River Danube--Tát,mallar3,4
2020/03/15,Hungary,Duna 1686 fkm - Veroce,mallar3,3
2020/03/16,Hungary,Haláp water reservoir--Debrecen,mallar3,20
2020/03/17,Hungary,River Danube--Visegrad-Nagymaros,mallar3,40
2020/03/18,Hungary,"Nagy-sz.  Drégelypalánk, HU (48,06, 19,038)",mallar3,10
2020/03/19,Hungary,Eszék erkély,mallar3,2
2020/03/20,Hungary,Csikóháti tavak--Apaj,mallar3,4
2020/03/21,Hungary,Fancsikai tavak (forested lakes) és erdőspuszták--Debrecen,mallar3,20
2020/03/22,Hungary,Hortobágyi National Park--Marshes and grasslands,mallar3,12
2020/03/25,Hungary,"4 Zichy Mihály utca, Balatonőszöd, HU (46,821, 17,801)",mallar3,5
2020/03/26,Hungary,Rotary tanösvény--Újszeged,mallar3,1
2020/03/27,Hungary,"4 Zichy Mihály utca, Balatonőszöd, HU (46,821, 17,801)",mallar3,7
2020/03/28,Hungary,K11 Reservoir and Belsőmóka Canals--Bakonszeg,mallar3,10
2020/03/29,Hungary,Csikóháti tavak--Apaj,mallar3,2
2020/03/30,Hungary,"4 Zichy Mihály utca, Balatonőszöd, HU (46,821, 17,801)",mallar3,10
2020/03/31,Hungary,"4 Zichy Mihály utca, Balatonőszöd, HU (46,821, 17,801)",mallar3,2
2021/03/01,Hungary,Merzse-swamp--Rákoskert-Budapest,mallar3,1
2021/03/02,Hungary,"1 Virág utca, Százhalombatta, HU (47,317, 18,932)",mallar3,11
2021/03/03,Hungary,"Görbeházi út, Hajdúnánás, HU (47,838, 21,401)",mallar3,20
2021/03/04,Hungary,"44 Kertész utca, Százhalombatta, HU (47,321, 18,926)",mallar3,5
2021/03/05,Hungary,Alsó szúnyogos moor-- Apaj,mallar3,1
2021/03/06,Hungary,Kecskéri puszta (reservoir and surrounding plains)--Karcag-Kisújszállás,mallar3,500
2021/03/07,Hungary,Alsó szúnyogos moor-- Apaj,mallar3,1
2021/03/08,Hungary,Kiskunsági NP-Járáspuszta (saltmarsh at BÖDDI-SZÉK and BÁBA-SZÉK)--Dunatetétlen,mallar3,30
2021/03/09,Hungary,"Tápé, Vesszős",mallar3,5
2021/03/10,Hungary,"1687 fkm, HU (47,819, 19,042)",mallar3,10
2021/03/11,Hungary,Sárréti Tájvédelmi Közterület--Sárszentmihály,mallar3,8
2021/03/12,Hungary,"46 Kertész utca, Százhalombatta, HU (47,321, 18,928)",mallar3,2
2021/03/13,Hungary,Ürbőpusztai-halastavak--Apaj,mallar3,60
2021/03/14,Hungary,Makra-szék,mallar3,6
2021/03/15,Hungary,"44 Kertész utca, Százhalombatta, HU (47,321, 18,926)",mallar3,8
2021/03/16,Hungary,"Tápé, Vesszős",mallar3,3
2021/03/17,Hungary,Riverbank and hillside of Danube (Sánc-Hegy)--Százhalombatta,mallar3,6
2021/03/18,Hungary,"Nagy-to Dejtár, HU (48,057, 19,155)",mallar3,200
2021/03/19,Hungary,Kutyák felé Siófok,mallar3,2
2021/03/20,Hungary,"Újtelep, Nógrád, HU (47,901, 19,045)",mallar3,1
2021/03/21,Hungary,Csikóháti tavak--Apaj,mallar3,4
2021/03/22,Hungary,Fancsikai tavak (forested lakes) és erdőspuszták--Debrecen,mallar3,10
2021/03/23,Hungary,"14 Templom utca, Siófok, HU (46,89, 18,072)",mallar3,5
2021/03/24,Hungary,Fancsikai tavak (forested lakes) és erdőspuszták--Debrecen,mallar3,10
2021/03/25,Hungary,"Cseberér tanya, Szolnok, HU (47,097, 20,279)",mallar3,22
2021/03/26,Hungary,"31 Szilas park, Budapest, HU (47,551, 19,145)",mallar3,3
2021/03/27,Hungary,Alsó szúnyogos moor-- Apaj,mallar3,40
2021/03/28,Hungary,Ürbőpusztai-halastavak--Apaj,mallar3,2
2021/03/29,Hungary,Kőérberek--Buda Hills,mallar3,8
2021/03/30,Hungary,Csavar sor,mallar3,15
2021/03/31,Hungary,"3317, Hajdúnánás, HU (47,862, 21,489)",mallar3,1
2022/03/01,Hungary,Felső Duna part-Soroksári Duna--River Danube,mallar3,15
2022/03/02,Hungary,Pesterzsébet Újtelepi Parkerdő,mallar3,2
2022/03/03,Hungary,Felső Duna part-Soroksári Duna--River Danube,mallar3,18
2022/03/04,Hungary,Péteri-tó,mallar3,4
2022/03/05,Hungary,Feneketlen-tó--Budapest,mallar3,20
2022/03/06,Hungary,Club Aliga--Balatonaliga,mallar3,26
2022/03/07,Hungary,Pesterzsébet Újtelepi Parkerdő,mallar3,2
2022/03/08,Hungary,Törökbálinti-tó,mallar3,20
2022/03/09,Hungary,Pesterzsébet Újtelepi Parkerdő,mallar3,4
2022/03/10,Hungary,Felső Duna part-Soroksári Duna--River Danube,mallar3,13
2022/03/11,Hungary,Pesterzsébet Újtelepi Parkerdő,mallar3,2
2022/03/12,Hungary,Salt Lakes of Sárszentágota,mallar3,10
2022/03/13,Hungary,DP,mallar3,15
2022/03/14,Hungary,Bugyi grasslands--Dabas,mallar3,1
2022/03/15,Hungary,Ürbőpusztai-halastavak--Apaj,mallar3,1
2022/03/16,Hungary,Antal József Rakpart- Riverbank of Danube--Budapest,mallar3,3
2022/03/17,Hungary,Nagy-Vadas-Lake and surrounding meadows--Újfehértó,mallar3,25
2022/03/18,Hungary,"Nagy-sz.  Drégelypalánk, HU (48,06, 19,038)",mallar3,1
2022/03/19,Hungary,Molnár-sziget-Soroksári Duna--River Danube,mallar3,1
2022/03/20,Hungary,Tata,mallar3,1
2022/03/21,Hungary,River Danube--Szob,mallar3,1
2022/03/22,Hungary,Bugyi southern gravel ponds,mallar3,1
2022/03/23,Hungary,Bugyi southern gravel ponds,mallar3,1
2022/03/24,Hungary,Felső Duna part-Soroksári Duna--River Danube,mallar3,7
2022/03/25,Hungary,"5 Alsódunasor utca, Dunafalva, HU (46,078, 18,768)",mallar3,9
2022/03/26,Hungary,"31 Csalogány utca, Balatonboglár, HU (46,769, 17,627)",mallar3,2
2022/03/27,Hungary,Margitsziget,mallar3,2
2022/03/28,Hungary,Pesterzsébet Újtelepi Parkerdő,mallar3,2
2022/03/29,Hungary,"8 Szent János utca, Eger, HU (47,902, 20,375)",mallar3,1
2022/03/30,Hungary,Karácsony-rét--Szakmár-Kecel,mallar3,4
2022/03/31,Hungary,Kaba meadows,mallar3,20
2023/03/01,Hungary,"30 Virág utca, Százhalombatta, HU (47,32, 18,924)",mallar3,3
2023/03/02,Hungary,"19 Tulipán utca, Százhalombatta, HU (47,32, 18,931)",mallar3,10
2023/03/03,Hungary,"44 Kertész utca, Százhalombatta, HU (47,321, 18,926)",mallar3,9
2023/03/04,Hungary,"Morgó-pataki víztározó, Nógrád, HU",mallar3,2
2023/03/05,Hungary,"Ártér, Dunavecse, HU",mallar3,1
2023/03/06,Hungary,Péteri-tó,mallar3,15
2023/03/07,Hungary,"40 Kertész utca, Százhalombatta, HU (47,32, 18,928)",mallar3,17
2023/03/08,Hungary,Péteri-tó,mallar3,15
2023/03/09,Hungary,Csavar sor,mallar3,9
2023/03/10,Hungary,Városliget Park,mallar3,51
2023/03/12,Hungary,Árasztás-Apaj,mallar3,2
2023/03/13,Hungary,Szelkó-Lake--Nyíregyháza,mallar3,20
2023/03/14,Hungary,Szepes-Tócó-ér és kommunális hulladékhasznosító (at dumping and sewage)--Debrecen-Tégláskert,mallar3,5
2023/03/15,Hungary,Mocsárosdűlő,mallar3,1
2023/03/16,Hungary,"Jenői-tó, Diósjenő, HU",mallar3,40
2023/03/17,Hungary,Selyemréti Tanösvény--Ócsa,mallar3,2
2023/03/18,Hungary,Városliget Park,mallar3,30
2023/03/19,Hungary,Feneketlen-tó--Budapest,mallar3,20
